,fullName,termType,rxcui
7268,calcium acetate 22 MG/ML / magnesium acetate 43 MG/ML / potassium acetate 34.5 MG/ML / potassium chloride 125 MG/ML / sodium acetate 135 MG/ML / sodium gluconate 55 MG/ML Injectable Solution [Nutrilyte],SBD,1547450
7269,calcium acetate 667 MG Oral Capsule,SCD,359296
7270,calcium acetate 667 MG Oral Capsule [Phoslo],SBD,645216
7271,calcium acetate 667 MG Oral Tablet,SCD,197433
7272,calcium acetate 667 MG Oral Tablet [Calphron],SBD,209010
7273,calcium acetate 668 MG Oral Tablet,SCD,428703
7274,calcium ascorbate 150 MG / calcium threonate 2 MG / ferrous asparto glycinate 70 MG / liver stomach concentrate 50 MG / succinic acid 75 MG / vitamin B12 0.01 MG Oral Tablet,SCD,802759
7275,calcium ascorbate 150 MG / calcium threonate 2 MG / ferrous asparto glycinate 70 MG / liver stomach concentrate 50 MG / succinic acid 75 MG / vitamin B12 0.01 MG Oral Tablet [Multigen],SBD,802762
7276,calcium ascorbate 50 MG / ferrous asparto glycinate 50 MG / polysaccharide iron complex 100 MG / succinic acid 50 MG Oral Capsule,SCD,996029
7277,calcium ascorbate 500 MG Oral Tablet,SCD,830785
7278,calcium ascorbate 60 MG / calcium threonate 0.8 MG / ferrous asparto glycinate 50 MG / ferrous fumarate 101 MG / folic acid 1 MG / succinic acid 50 MG / vitamin B12 0.01 MG Oral Tablet,SCD,802503
7279,calcium ascorbate 60 MG / calcium threonate 0.8 MG / ferrous asparto glycinate 50 MG / ferrous fumarate 101 MG / folic acid 1 MG / succinic acid 50 MG / vitamin B12 0.01 MG Oral Tablet [Multigen Plus],SBD,802748
7280,calcium ascorbate 60 MG / calcium threonate 0.8 MG / ferrous asparto glycinate 50 MG / folic acid 1 MG / polysaccharide iron complex 100 MG / succinic acid 50 MG / vitamin B12 0.025 MG Oral Capsule,SCD,1087245
7281,calcium ascorbate 60 MG / calcium threonate 0.8 MG / ferrous asparto glycinate 50 MG / folic acid 1 MG / polysaccharide iron complex 100 MG / succinic acid 50 MG / vitamin B12 0.025 MG Oral Capsule [Ferrex 150 Forte Plus],SBD,1087249
7282,calcium carbonate 1000 MG / magnesium hydroxide 200 MG / simethicone 40 MG Chewable Tablet,SCD,1649510
7283,calcium carbonate 1000 MG / magnesium hydroxide 200 MG Chewable Tablet,SCD,1438105
7284,calcium carbonate 1000 MG / magnesium hydroxide 200 MG Chewable Tablet [Rolaids Reformulated Aug 2006],SBD,1438107
7285,calcium carbonate 1000 MG / simethicone 60 MG Chewable Tablet,SCD,403828
7286,calcium carbonate 1000 MG / simethicone 60 MG Chewable Tablet [Maalox Max Quick Dissolve],SBD,404509
7287,calcium carbonate 1000 MG Chewable Tablet,SCD,308892
7288,calcium carbonate 1000 MG Chewable Tablet [Tums],SBD,1044524
7289,calcium carbonate 1000 MG Oral Powder,SCD,866486
7290,calcium carbonate 1000 MG Oral Powder [Tums],SBD,866489
7291,calcium carbonate 115 MG / folic acid 0.4 MG / vitamin B complex 50 MG Extended Release Oral Tablet,SCD,577049
7292,calcium carbonate 1177 MG Chewable Tablet,SCD,1432465
7293,calcium carbonate 1177 MG Chewable Tablet [Tums],SBD,1653049
7294,calcium carbonate 118 MG / magnesium chloride 71 MG Delayed Release Oral Tablet,SCD,2603520
7295,calcium carbonate 118 MG / prasterone 10 MG Oral Tablet,SCD,1302636
7296,calcium carbonate 120 MG/ML / magnesium hydroxide 27 MG/ML / simethicone 8 MG/ML Oral Suspension,SCD,2281844
7297,calcium carbonate 1250 MG / cholecalciferol 0.01 MG Chewable Tablet,SCD,386989
7298,calcium carbonate 1250 MG / cholecalciferol 0.01 MG Oral Tablet,SCD,152770
7299,calcium carbonate 1250 MG / cholecalciferol 100 UNT / vitamin K 0.04 MG Chewable Tablet,SCD,1244936
7300,calcium carbonate 1250 MG / cholecalciferol 100 UNT / vitamin K1 0.04 MG Chewable Tablet,SCD,1001691
7301,calcium carbonate 1250 MG / cholecalciferol 100 UNT Chewable Tablet,SCD,832909
7302,calcium carbonate 1250 MG / cholecalciferol 1000 UNT / vitamin K 0.4 MG Chewable Tablet,SCD,1362805
7303,calcium carbonate 1250 MG / cholecalciferol 125 UNT Oral Tablet,SCD,809572
7304,calcium carbonate 1250 MG / cholecalciferol 200 UNT / vitamin K1 0.04 MG Chewable Tablet,SCD,829758
7305,calcium carbonate 1250 MG / cholecalciferol 200 UNT Oral Tablet,SCD,809536
7306,calcium carbonate 1250 MG / cholecalciferol 200 UNT Oral Tablet [Os-Cal 500 with D],SBD,1243415
7307,calcium carbonate 1250 MG / cholecalciferol 200 UNT Oral Tablet [Oysco 500 with D],SBD,1297389
7308,calcium carbonate 1250 MG / cholecalciferol 500 UNT / vitamin K1 0.04 MG Chewable Tablet,SCD,829759
7309,calcium carbonate 1250 MG / cholecalciferol 600 UNT Chewable Tablet,SCD,994831
7310,calcium carbonate 1250 MG / cholecalciferol 600 UNT Chewable Tablet [Os-Cal 500 with D],SBD,1243364
7311,calcium carbonate 1250 MG / cholecalciferol 600 UNT Oral Tablet,SCD,1233607
7312,calcium carbonate 1250 MG / cholecalciferol 600 UNT Oral Tablet [Os-Cal 500 with D],SBD,1243393
7313,calcium carbonate 1250 MG Chewable Tablet,SCD,359297
7314,calcium carbonate 1250 MG Oral Tablet,SCD,282465
7315,calcium carbonate 1250 MG Oral Tablet [OsCal 500],SBD,346210
7316,calcium carbonate 1330 MG / magnesium hydroxide 235 MG / simethicone 40 MG Chewable Tablet,SCD,2282016
7317,calcium carbonate 1330 MG / magnesium hydroxide 235 MG Chewable Tablet,SCD,1607295
7318,calcium carbonate 150 MG / prasterone 50 MG Oral Tablet,SCD,1302637
7319,calcium carbonate 1500 MG / cholecalciferol 0.01 MG Oral Capsule,SCD,832910
7320,calcium carbonate 1500 MG / cholecalciferol 0.01 MG Oral Tablet,SCD,428485
7321,calcium carbonate 1500 MG / cholecalciferol 1000 UNT Oral Capsule,SCD,1100894
7322,calcium carbonate 1500 MG / cholecalciferol 1000 UNT Oral Tablet,SCD,864665
7323,calcium carbonate 1500 MG / cholecalciferol 1000 UNT Oral Tablet [Osteo-Poretical],SBD,864669
7324,calcium carbonate 1500 MG / cholecalciferol 200 UNT Oral Tablet,SCD,809533
7325,calcium carbonate 1500 MG / cholecalciferol 200 UNT Oral Tablet [Caltrate Plus D],SBD,833741
7326,calcium carbonate 1500 MG / cholecalciferol 2500 UNT Oral Capsule,SCD,2123177
7327,calcium carbonate 1500 MG / cholecalciferol 800 UNT Chewable Tablet,SCD,1442442
7328,calcium carbonate 1500 MG / cholecalciferol 800 UNT Chewable Tablet [Caltrate Plus D],SBD,1442443
7329,calcium carbonate 1500 MG / cholecalciferol 800 UNT Oral Tablet,SCD,1310948
7330,calcium carbonate 1500 MG / cholecalciferol 800 UNT Oral Tablet [Caltrate Plus D],SBD,1310954
7331,calcium carbonate 1500 MG / ergocalciferol 125 UNT Oral Tablet,SCD,1100896
7332,calcium carbonate 1500 MG Oral Tablet,SCD,237420
7333,calcium carbonate 1500 MG Oral Tablet [Caltrate],SBD,790271
7334,calcium carbonate 1625 MG / cholecalciferol 0.0125 MG / vitamin K 0.04 MG Chewable Tablet,SCD,2275181
7335,calcium carbonate 1625 MG / cholecalciferol 0.0125 MG / vitamin K 0.04 MG Chewable Tablet [Viactiv Calcium Plus D],SBD,2275183
7336,calcium carbonate 1625 MG Oral Tablet,SCD,1099878
7337,calcium carbonate 200 MG / folic acid 1 MG / magnesium carbonate 400 MG Oral Tablet,SCD,259567
7338,calcium carbonate 200 MG / magnesium carbonate 400 MG Oral Tablet,SCD,2601097
7339,calcium carbonate 250 MG / magnesium carbonate 300 MG Oral Tablet,SCD,308895
7340,calcium carbonate 250 MG / magnesium carbonate 300 MG Oral Tablet [MagneBind],SBD,404688
7341,calcium carbonate 250 MG / magnesium oxide 155 MG Oral Tablet,SCD,1112810
7342,calcium carbonate 250 MG Oral Tablet,SCD,198527
7343,calcium carbonate 250 MG/ML / cholecalciferol 80 UNT/ML Oral Solution,SCD,1299811
7344,calcium carbonate 250 MG/ML Oral Suspension,SCD,308891
7345,calcium carbonate 2500 MG / cholecalciferol 800 UNT Oral Tablet,SCD,1099861
7346,calcium carbonate 280 MG / magnesium hydroxide 128 MG / simethicone 20 MG Chewable Tablet,SCD,308841
7347,calcium carbonate 298 MG / magnesium chloride 596 MG Delayed Release Oral Tablet,SCD,1245383
7348,calcium carbonate 298 MG / magnesium chloride 596 MG Delayed Release Oral Tablet [Slow-Mag Reformulated Feb 2012],SBD,1245389
7349,calcium carbonate 364 MG / sodium fluoride 8.3 MG Oral Capsule,SCD,198864
7350,calcium carbonate 364 MG / sodium fluoride 8.3 MG Oral Capsule [Florical],SBD,210249
7351,calcium carbonate 364 MG / sodium fluoride 8.3 MG Oral Tablet,SCD,198865
7352,calcium carbonate 364 MG / sodium fluoride 8.3 MG Oral Tablet [Florical],SBD,210248
7353,calcium carbonate 400 MG / cholecalciferol 133 UNT / magnesium oxide 167 MG Oral Tablet,SCD,1001679
7354,calcium carbonate 400 MG / simethicone 40 MG Chewable Tablet,SCD,1999195
7355,calcium carbonate 400 MG / simethicone 40 MG Chewable Tablet [Mylicon Children's],SBD,1999202
7356,calcium carbonate 400 MG Chewable Tablet,SCD,317865
7357,calcium carbonate 400 MG Chewable Tablet [Pepto-Bismol Children's],SBD,701392
7358,calcium carbonate 420 MG / simethicone 21 MG Chewable Tablet,SCD,237867
7359,calcium carbonate 420 MG Chewable Tablet,SCD,313884
7360,calcium carbonate 420 MG Chewable Tablet [Nutralox],SBD,1358869
7361,calcium carbonate 500 MG / simethicone 125 MG Chewable Tablet,SCD,403826
7362,calcium carbonate 500 MG / simethicone 125 MG Chewable Tablet [Gas-X with Maalox],SBD,404507
7363,calcium carbonate 500 MG Chewable Tablet,SCD,308907
7364,calcium carbonate 500 MG Chewable Tablet [Cal Gest],SBD,998704
7365,calcium carbonate 500 MG Chewable Tablet [Healthy Mama],SBD,1425181
7366,calcium carbonate 500 MG Chewable Tablet [Tums],SBD,210117
7367,calcium carbonate 500 MG Chewing Gum,SCD,308906
7368,calcium carbonate 500 MG Chewing Gum [Chooz],SBD,1538595
7369,calcium carbonate 550 MG / magnesium hydroxide 110 MG Chewable Tablet,SCD,242623
7370,calcium carbonate 550 MG / magnesium hydroxide 110 MG Chewable Tablet [Rolaids Reformulated Aug 2006],SBD,642338
7371,calcium carbonate 600 MG / cholecalciferol 0.01 MG Oral Tablet,SCD,668292
7372,calcium carbonate 600 MG / cholecalciferol 125 UNT Oral Tablet,SCD,1088800
7373,calcium carbonate 600 MG / cholecalciferol 200 UNT Oral Tablet,SCD,360422
7374,calcium carbonate 600 MG / ergocalciferol 200 UNT Oral Capsule,SCD,1086605
7375,calcium carbonate 625 MG / cholecalciferol 125 UNT Oral Tablet,SCD,809555
7376,calcium carbonate 625 MG / cholecalciferol 125 UNT Oral Tablet [Oysco D],SBD,809559
7377,calcium carbonate 625 MG / ergocalciferol 125 UNT Oral Tablet,SCD,1001409
7378,calcium carbonate 625 MG / magnesium oxide 155 MG Oral Tablet,SCD,428634
7379,calcium carbonate 625 MG / sodium monofluorophosphate 22.8 MG Oral Tablet,SCD,241166
7380,calcium carbonate 625 MG / sodium monofluorophosphate 22.8 MG Oral Tablet [Monocal],SBD,2179019
7381,calcium carbonate 648 MG Oral Tablet,SCD,577040
7382,calcium carbonate 650 MG Chewable Tablet,SCD,991370
7383,calcium carbonate 675 MG / magnesium hydroxide 135 MG / simethicone 60 MG Chewable Tablet,SCD,476553
7384,calcium carbonate 675 MG / magnesium hydroxide 135 MG Chewable Tablet,SCD,476549
7385,calcium carbonate 675 MG / magnesium hydroxide 135 MG Chewable Tablet [Rolaids Reformulated Aug 2006],SBD,642355
7386,calcium carbonate 700 MG / magnesium hydroxide 300 MG Chewable Tablet,SCD,205233
7387,calcium carbonate 700 MG / magnesium hydroxide 300 MG Chewable Tablet [Mi-Acid Double Strength],SBD,688880
7388,calcium carbonate 750 MG / simethicone 250 MG Chewable Tablet,SCD,1741562
7389,calcium carbonate 750 MG / simethicone 250 MG Chewable Tablet [Phazyme Gas & Acid],SBD,1741569
7390,calcium carbonate 750 MG / simethicone 80 MG Chewable Tablet,SCD,1492387
7391,calcium carbonate 750 MG / simethicone 80 MG Chewable Tablet [Tums with Gas Relief],SBD,2000686
7392,calcium carbonate 750 MG Chewable Tablet,SCD,308915
7393,calcium carbonate 750 MG Chewable Tablet [Tums],SBD,1044532
7394,calcium carbonate 80 MG/ML / magnesium hydroxide 27 MG/ML / simethicone 8 MG/ML Oral Suspension,SCD,1788932
7395,calcium carbonate 80 MG/ML / magnesium hydroxide 27 MG/ML Oral Suspension,SCD,237865
7396,calcium carbonate 80 MG/ML Oral Suspension,SCD,308901
7397,calcium carbonate 800 MG / famotidine 10 MG / magnesium hydroxide 165 MG Chewable Tablet,SCD,283641
7398,calcium carbonate 800 MG / famotidine 10 MG / magnesium hydroxide 165 MG Chewable Tablet [Duo Fusion],SBD,1744398
7399,calcium carbonate 800 MG / famotidine 10 MG / magnesium hydroxide 165 MG Chewable Tablet [Pepcid Complete],SBD,688892
7400,calcium carbonate 800 MG / famotidine 10 MG / magnesium hydroxide 165 MG Chewable Tablet [Tums Dual Action],SBD,867497
7401,calcium carbonate 850 MG Chewable Tablet,SCD,205074
7402,calcium carbonate 850 MG Chewable Tablet [Alka-Mints],SBD,212462
7403,calcium carbonate 975 MG / magnesium carbonate 232 MG Oral Tablet,SCD,2628926
7404,calcium chloride 0.00014 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,SCD,800057
7405,calcium chloride 0.00014 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal PD-2/1.5],SBD,800061
7406,calcium chloride 0.00014 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,SCD,800062
7407,calcium chloride 0.00014 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal PD-2/2.5],SBD,800064
7408,calcium chloride 0.00014 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,SCD,799999
7409,calcium chloride 0.00014 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal PD-2/4.25],SBD,800003
7410,calcium chloride 0.000996 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,SCD,800472
7411,calcium chloride 0.000996 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal Low Calcium 1.5],SBD,800474
7412,calcium chloride 0.000996 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,SCD,800111
7413,calcium chloride 0.000996 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal Low Calcium 2.5],SBD,800115
7414,calcium chloride 0.000996 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,SCD,800066
7415,calcium chloride 0.000996 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal Low Calcium 4.25],SBD,800074
7416,calcium chloride 0.001 MEQ/ML / glucose 50 MG/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution,SCD,847627
7417,calcium chloride 0.001 MEQ/ML / glucose 50 MG/ML / potassium chloride 0.044 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution,SCD,1866559
7418,calcium chloride 0.001 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Irrigation Solution,SCD,847628
7419,calcium chloride 0.0014 MEQ/ML / glucose 50 MG/ML / potassium chloride 0.024 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution,SCD,847626
7420,calcium chloride 0.0014 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution,SCD,847630
7421,calcium chloride 0.002 MEQ/ML / glucose 50 MG/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Injectable Solution,SCD,847629
7422,calcium chloride 0.002 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Injectable Solution,SCD,847617
7423,calcium chloride 0.002 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Irrigation Solution,SCD,847621
7424,calcium chloride 0.00232 MEQ/ML / icodextrin 75 MG/ML / magnesium chloride 0.000533 MEQ/ML / sodium chloride 0.0915 MEQ/ML / sodium lactate 0.04 MEQ/ML Injectable Solution,SCD,1100742
7425,calcium chloride 0.00232 MEQ/ML / icodextrin 75 MG/ML / magnesium chloride 0.000533 MEQ/ML / sodium chloride 0.0915 MEQ/ML / sodium lactate 0.04 MEQ/ML Injectable Solution [Extraneal],SBD,1100746
7426,calcium chloride 0.004 MEQ/ML / magnesium chloride 0.003 MEQ/ML / potassium chloride 0.01 MEQ/ML / sodium acetate 0.0475 MEQ/ML / sodium chloride 0.109 MEQ/ML / sodium citrate 0.012 MEQ/ML Ophthalmic Solution,SCD,806392
7427,calcium chloride 0.004 MEQ/ML / magnesium chloride 0.003 MEQ/ML / potassium chloride 0.01 MEQ/ML / sodium acetate 0.0475 MEQ/ML / sodium chloride 0.109 MEQ/ML / sodium citrate 0.012 MEQ/ML Ophthalmic Solution [BSS Ophthalmic Solution],SBD,806396
7428,calcium chloride 0.23 MEQ/ML / magnesium chloride 0.53 MEQ/ML / potassium chloride 0.1 MEQ/ML / sodium acetate 1.48 MEQ/ML / sodium chloride 0.27 MEQ/ML Injectable Solution,SCD,801451
7429,calcium chloride 16.55 MG/ML / magnesium chloride 25.5 MG/ML / potassium acetate 98 MG/ML / sodium acetate 64.6 MG/ML / sodium chloride 74.5 MG/ML Injectable Solution,SCD,1547459
7430,calcium citrate 0.415 MG/MG / cholecalciferol 0.1 UNT/MG Oral Powder,SCD,1042692
7431,calcium citrate 1040 MG Oral Tablet,SCD,240755
7432,calcium citrate 1190 MG / cholecalciferol 0.005 MG Oral Tablet,SCD,1005706
7433,calcium citrate 1500 MG / cholecalciferol 200 UNT Oral Tablet,SCD,1874857
7434,calcium citrate 1500 MG / cholecalciferol 250 UNT Oral Tablet,SCD,847121
7435,calcium citrate 2380 MG / cholecalciferol 0.01 MG Chewable Tablet,SCD,881314
7436,calcium citrate 2380 MG / cholecalciferol 0.01 MG Chewable Tablet [Calcet],SBD,877318
7437,calcium citrate 250 MG / cholecalciferol 100 UNT Oral Tablet,SCD,1001751
7438,calcium citrate 250 MG / cholecalciferol 125 UNT / magnesium citrate 40 MG Chewable Tablet,SCD,804614
7439,calcium citrate 250 MG / ergocalciferol 100 MG Oral Tablet,SCD,485550
7440,calcium citrate 950 MG / cholecalciferol 125 UNT Oral Tablet,SCD,577055
7441,calcium citrate 950 MG / cholecalciferol 250 UNT Oral Tablet,SCD,898694
7442,calcium citrate 950 MG Oral Capsule,SCD,1189301
7443,calcium citrate 950 MG Oral Tablet,SCD,198538
7444,calcium gluconate 0.025 MG/MG Topical Gel,SCD,142085
7445,calcium gluconate 0.025 MG/MG Topical Gel [Calgonate],SBD,794239
7446,calcium gluconate 100 MG/ML Injectable Solution,SCD,197435
7447,calcium gluconate 500 MG Oral Tablet,SCD,198546
7448,calcium gluconate 538 MG Oral Tablet,SCD,1101486
7449,calcium gluconate 650 MG Oral Tablet,SCD,198547
7450,calcium glycerophosphate 65 MG Oral Tablet,SCD,430860
7451,calcium glycerophosphate 65 MG Oral Tablet [Prelief],SBD,723745
7452,calcium lactate 650 MG Oral Tablet,SCD,198553
7453,calcium oxybate 234 MG/ML / magnesium oxybate 96 MG/ML / potassium oxybate 130 MG/ML / sodium oxybate 40 MG/ML Oral Solution,SCD,2393795
7454,calcium oxybate 234 MG/ML / magnesium oxybate 96 MG/ML / potassium oxybate 130 MG/ML / sodium oxybate 40 MG/ML Oral Solution [Xywav],SBD,2393794
7455,calcium pantothenate 10 MG / copper sulfate 0.8 MG / ferrous fumarate 162 MG / folic acid 1 MG / magnesium sulfate 6.9 MG / manganese sulfate 1.3 MG / niacinamide 30 MG / polysaccharide iron complex 115 MG / pyridoxine hydrochloride 5 MG / riboflavin 6 MG / sodium ascorbate 200 MG / thiamine mononitrate 10 MG / vitamin B12 0.015 MG / zinc sulfate 18.2 MG Oral Capsule,SCD,1314786
7456,calcium pantothenate 10 MG / copper sulfate 0.8 MG / ferrous fumarate 162 MG / folic acid 1 MG / manganese sulfate 1.3 MG / niacinamide 30 MG / polysaccharide iron complex 115 MG / pyridoxine hydrochloride 5 MG / riboflavin 6 MG / sodium ascorbate 200 MG / thiamine mononitrate 10 MG / vitamin B12 0.015 MG / zinc sulfate 18.2 MG Oral Capsule,SCD,1314679
7457,calcium pantothenate 10 MG / copper sulfate 0.8 MG / ferrous fumarate 162 MG / folic acid 1 MG / manganese sulfate 1.3 MG / niacinamide 30 MG / polysaccharide iron complex 115 MG / pyridoxine hydrochloride 5 MG / riboflavin 6 MG / sodium ascorbate 200 MG / thiamine mononitrate 10 MG / vitamin B12 0.015 MG / zinc sulfate 18.2 MG Oral Capsule [Tandem Plus],SBD,1314685
7458,calcium pantothenate 10 MG / copper sulfate 0.8 MG / ferrous fumarate 324 MG / folic acid 1 MG / magnesium sulfate 6.9 MG / manganese sulfate 1.3 MG / niacinamide 30 MG / pyridoxine hydrochloride 5 MG / riboflavin 6 MG / sodium ascorbate 200 MG / thiamine mononitrate 10 MG / vitamin B12 0.015 MG / zinc sulfate 18.2 MG Oral Capsule,SCD,1314654
7459,calcium pantothenate 100 MG Oral Tablet,SCD,994796
7460,calcium pantothenate 200 MG Oral Tablet,SCD,994798
7461,calcium pantothenate 500 MG Oral Tablet,SCD,968660
7462,calcium phosphate 0.132 MEQ / magnesium carbonate 0.107 MEQ / potassium chloride 0.537 MEQ Oral Tablet,SCD,1090845
7463,calcium phosphate 0.132 MEQ / magnesium carbonate 0.107 MEQ / potassium chloride 0.537 MEQ Oral Tablet [Medi-Lyte],SBD,1090849
7464,calcium polycarbophil 625 MG Chewable Tablet,SCD,308933
7465,calcium polycarbophil 625 MG Chewable Tablet [Equalactin],SBD,210659
7466,calcium polycarbophil 625 MG Oral Tablet,SCD,308934
7467,calcium polycarbophil 625 MG Oral Tablet [Fiber Tab],SBD,284308
7468,calcium polycarbophil 625 MG Oral Tablet [FiberCon],SBD,210665
7469,calcium polycarbophil 625 MG Oral Tablet [Konsyl Fiber],SBD,210669
7470,calfactant 35 MG/ML Intratracheal Suspension,SCD,259611
7471,calfactant 35 MG/ML Intratracheal Suspension [Infasurf],SBD,994039
7472,California black oak pollen extract 100 MG/ML Injectable Solution,SCD,1044331
7473,California black oak pollen extract 50 MG/ML Injectable Solution,SCD,1044329
7474,California black walnut pollen extract 100 MG/ML Injectable Solution,SCD,900085
7475,California black walnut pollen extract 40000 UNT/ML Injectable Solution,SCD,900091
7476,California black walnut pollen extract 50 MG/ML Injectable Solution,SCD,852564
7477,camphor 0.002 MG/MG / menthol 0.035 MG/MG Topical Gel,SCD,416207
7478,camphor 0.002 MG/MG / menthol 0.035 MG/MG Topical Gel [Fast Freeze],SBD,1232168
7479,camphor 0.002 MG/MG / menthol 0.035 MG/MG Topical Gel [Freeze It],SBD,979296
7480,camphor 0.002 MG/MG / menthol 0.035 MG/MG Topical Gel [Ortho-Nesic],SBD,1087242
7481,camphor 0.003 MG/MG / menthol 0.003 MG/MG Topical Gel,SCD,244443
7482,camphor 0.003 MG/MG / menthol 0.003 MG/MG Topical Gel [Rhuli],SBD,1923146
7483,camphor 0.004 MG/MG / menthol 0.035 MG/MG Topical Gel,SCD,1550540
7484,camphor 0.0045 MG/MG Topical Gel,SCD,877057
7485,camphor 0.0045 MG/MG Topical Gel [Benadryl Children's Anti-Itch],SBD,877061
7486,camphor 0.005 MG/MG / dimethicone 0.011 MG/MG / menthol 0.006 MG/MG / phenol 0.005 MG/MG Topical Ointment,SCD,1358989
7487,camphor 0.005 MG/MG / dimethicone 0.011 MG/MG / menthol 0.00625 MG/MG / phenol 0.005 MG/MG Topical Ointment,SCD,2107300
7488,camphor 0.005 MG/MG / menthol 0.003 MG/MG / methyl salicylate 0.01 MG/MG Medicated Patch,SCD,1423977
7489,camphor 0.005 MG/MG / menthol 0.01 MG/MG Topical Gel,SCD,1043046
7490,camphor 0.008 MG/MG / menthol 0.035 MG/MG Topical Gel,SCD,637472
7491,camphor 0.008 MG/MG / menthol 0.035 MG/MG Topical Gel [Polar Freeze],SBD,1086638
7492,camphor 0.01 MG/MG / menthol 0.0054 MG/MG / petrolatum 0.98 MG/MG Topical Ointment,SCD,1050087
7493,camphor 0.01 MG/MG / menthol 0.0054 MG/MG / petrolatum 0.98 MG/MG Topical Ointment [Boroleum],SBD,1050091
7494,camphor 0.01 MG/MG / menthol 0.05 MG/MG Topical Gel,SCD,1099889
7495,camphor 0.01 MG/MG / menthol 0.07 MG/MG Topical Gel,SCD,1099890
7496,camphor 0.01 MG/MG / menthol 0.12 MG/MG / methyl salicylate 0.2 MG/MG Topical Ointment,SCD,761922
7497,camphor 0.01 MG/MG / menthol 0.12 MG/MG / methyl salicylate 0.2 MG/MG Topical Ointment [PainZone],SBD,761925
7498,camphor 0.012 MG/MG / menthol 0.057 MG/MG / methyl salicylate 0.063 MG/MG Medicated Patch,SCD,853260
7499,camphor 0.0124 MG/MG Topical Ointment,SCD,668306
7500,camphor 0.02 MG/MG / lidocaine 0.025 MG/MG / methyl salicylate 0.04 MG/MG Medicated Patch,SCD,2287556
7501,camphor 0.02 MG/MG / lidocaine 0.04 MG/MG / methyl salicylate 0.04 MG/MG Medicated Patch,SCD,2473373
7502,camphor 0.025 MG/MG Topical Ointment,SCD,880372
7503,camphor 0.025 MG/MG Topical Ointment [Camphor Ice],SBD,880400
7504,camphor 0.03 MG/MG / dimethicone 0.03 MG/MG / lidocaine 0.04 MG/MG / menthol 0.01 MG/MG Topical Gel,SCD,2186001
7505,camphor 0.03 MG/MG / menthol 0.0252 MG/MG Medicated Patch,SCD,1364993
7506,camphor 0.03 MG/MG / menthol 0.0252 MG/MG Medicated Patch [Flex24 Performance],SBD,1494222
